Amount,School Year,Region,Grade Level,Gender
"45,470",2020-2021,Region XI - Davao Region,Grade 7,Male
"45,646",2020-2021,Region XII - Soccsksargen,Grade 7,Male
"28,896",2020-2021,CARAGA - CARAGA,Grade 7,Male
"20,077",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Male
"14,389",2020-2021,CAR - Cordillera Administrative Region,Grade 7,Male
"90,998",2020-2021,NCR - National Capital Region,Grade 7,Male
"43,895",2020-2021,Region I - Ilocos Region,Grade 7,Female
"31,875",2020-2021,Region II - Cagayan Valley,Grade 7,Female
"95,521",2020-2021,Region III - Central Luzon,Grade 7,Female
"119,077",2020-2021,Region IV-A - CALABARZON,Grade 7,Female
"29,739",2020-2021,Region IV-B - MIMAROPA,Grade 7,Female
"53,142",2020-2021,Region V - Bicol Region,Grade 7,Female
"71,932",2020-2021,Region VI - Western Visayas,Grade 7,Female
"65,939",2020-2021,Region VII - Central Visayas,Grade 7,Female
"45,796",2020-2021,Region VIII - Eastern Visayas,Grade 7,Female
"37,331",2020-2021,Region IX - Zamboanga Peninsula,Grade 7,Female
"41,113",2020-2021,Region X - Northern Mindanao,Grade 7,Female
"43,365",2020-2021,Region XI - Davao Region,Grade 7,Female
"43,709",2020-2021,Region XII - Soccsksargen,Grade 7,Female
"26,835",2020-2021,CARAGA - CARAGA,Grade 7,Female
"22,699",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Female
"12,715",2020-2021,CAR - Cordillera Administrative Region,Grade 7,Female
"87,695",2020-2021,NCR - National Capital Region,Grade 7,Female
"42,952",2016-2017,Region I - Ilocos Region,Grade 8,Male
"27,034",2016-2017,Region II - Cagayan Valley,Grade 8,Male
"86,782",2016-2017,Region III - Central Luzon,Grade 8,Male
"106,839",2016-2017,Region IV-A - CALABARZON,Grade 8,Male
"28,441",2016-2017,Region IV-B - MIMAROPA,Grade 8,Male
"59,218",2016-2017,Region V - Bicol Region,Grade 8,Male
"66,190",2016-2017,Region VI - Western Visayas,Grade 8,Male
"62,789",2016-2017,Region VII - Central Visayas,Grade 8,Male
"43,970",2016-2017,Region VIII - Eastern Visayas,Grade 8,Male
"30,769",2016-2017,Region IX - Zamboanga Peninsula,Grade 8,Male
"33,690",2016-2017,Region X - Northern Mindanao,Grade 8,Male
"39,032",2016-2017,Region XI - Davao Region,Grade 8,Male
"35,107",2016-2017,Region XII - Soccsksargen,Grade 8,Male
"24,282",2016-2017,CARAGA - CARAGA,Grade 8,Male
"15,471",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Male
"12,189",2016-2017,CAR - Cordillera Administrative Region,Grade 8,Male
"86,295",2016-2017,NCR - National Capital Region,Grade 8,Male
"40,606",2016-2017,Region I - Ilocos Region,Grade 8,Female
"26,800",2016-2017,Region II - Cagayan Valley,Grade 8,Female
"85,312",2016-2017,Region III - Central Luzon,Grade 8,Female
"105,043",2016-2017,Region IV-A - CALABARZON,Grade 8,Female
"28,557",2016-2017,Region IV-B - MIMAROPA,Grade 8,Female
"60,113",2016-2017,Region V - Bicol Region,Grade 8,Female
"66,207",2016-2017,Region VI - Western Visayas,Grade 8,Female
"63,535",2016-2017,Region VII - Central Visayas,Grade 8,Female
"44,562",2016-2017,Region VIII - Eastern Visayas,Grade 8,Female
"32,671",2016-2017,Region IX - Zamboanga Peninsula,Grade 8,Female
"34,781",2016-2017,Region X - Northern Mindanao,Grade 8,Female
"40,324",2016-2017,Region XI - Davao Region,Grade 8,Female
"36,779",2016-2017,Region XII - Soccsksargen,Grade 8,Female
"24,392",2016-2017,CARAGA - CARAGA,Grade 8,Female
"20,287",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Female
"12,467",2016-2017,CAR - Cordillera Administrative Region,Grade 8,Female
"86,352",2016-2017,NCR - National Capital Region,Grade 8,Female
"44,396",2017-2018,Region I - Ilocos Region,Grade 8,Male
"27,342",2017-2018,Region II - Cagayan Valley,Grade 8,Male
"89,077",2017-2018,Region III - Central Luzon,Grade 8,Male
"109,637",2017-2018,Region IV-A - CALABARZON,Grade 8,Male
"29,736",2017-2018,Region IV-B - MIMAROPA,Grade 8,Male
"63,446",2017-2018,Region V - Bicol Region,Grade 8,Male
"67,807",2017-2018,Region VI - Western Visayas,Grade 8,Male
"65,745",2017-2018,Region VII - Central Visayas,Grade 8,Male
"46,209",2017-2018,Region VIII - Eastern Visayas,Grade 8,Male
"33,224",2017-2018,Region IX - Zamboanga Peninsula,Grade 8,Male
"35,943",2017-2018,Region X - Northern Mindanao,Grade 8,Male
"42,328",2017-2018,Region XI - Davao Region,Grade 8,Male
"36,947",2017-2018,Region XII - Soccsksargen,Grade 8,Male
"25,900",2017-2018,CARAGA - CARAGA,Grade 8,Male
"16,079",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Male
"12,796",2017-2018,CAR - Cordillera Administrative Region,Grade 8,Male
"87,067",2017-2018,NCR - National Capital Region,Grade 8,Male
"42,060",2017-2018,Region I - Ilocos Region,Grade 8,Female
"27,323",2017-2018,Region II - Cagayan Valley,Grade 8,Female
"87,300",2017-2018,Region III - Central Luzon,Grade 8,Female
"108,430",2017-2018,Region IV-A - CALABARZON,Grade 8,Female
"29,196",2017-2018,Region IV-B - MIMAROPA,Grade 8,Female
"63,037",2017-2018,Region V - Bicol Region,Grade 8,Female
"67,109",2017-2018,Region VI - Western Visayas,Grade 8,Female
"65,740",2017-2018,Region VII - Central Visayas,Grade 8,Female
"46,206",2017-2018,Region VIII - Eastern Visayas,Grade 8,Female
"34,914",2017-2018,Region IX - Zamboanga Peninsula,Grade 8,Female
"37,305",2017-2018,Region X - Northern Mindanao,Grade 8,Female
"43,801",2017-2018,Region XI - Davao Region,Grade 8,Female
"38,677",2017-2018,Region XII - Soccsksargen,Grade 8,Female
"25,899",2017-2018,CARAGA - CARAGA,Grade 8,Female
"20,110",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Female
"12,636",2017-2018,CAR - Cordillera Administrative Region,Grade 8,Female
"86,958",2017-2018,NCR - National Capital Region,Grade 8,Female
"46,330",2018-2019,Region I - Ilocos Region,Grade 8,Male
"29,645",2018-2019,Region II - Cagayan Valley,Grade 8,Male
"93,261",2018-2019,Region III - Central Luzon,Grade 8,Male
"120,100",2018-2019,Region IV-A - CALABARZON,Grade 8,Male
"32,229",2018-2019,Region IV-B - MIMAROPA,Grade 8,Male
"69,570",2018-2019,Region V - Bicol Region,Grade 8,Male
"75,867",2018-2019,Region VI - Western Visayas,Grade 8,Male
"71,164",2018-2019,Region VII - Central Visayas,Grade 8,Male
"49,384",2018-2019,Region VIII - Eastern Visayas,Grade 8,Male
"37,649",2018-2019,Region IX - Zamboanga Peninsula,Grade 8,Male
"41,131",2018-2019,Region X - Northern Mindanao,Grade 8,Male
"47,040",2018-2019,Region XI - Davao Region,Grade 8,Male
"41,451",2018-2019,Region XII - Soccsksargen,Grade 8,Male
"28,546",2018-2019,CARAGA - CARAGA,Grade 8,Male
"17,539",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Male
"13,377",2018-2019,CAR - Cordillera Administrative Region,Grade 8,Male
"90,964",2018-2019,NCR - National Capital Region,Grade 8,Male
"43,923",2018-2019,Region I - Ilocos Region,Grade 8,Female
"29,030",2018-2019,Region II - Cagayan Valley,Grade 8,Female
"91,091",2018-2019,Region III - Central Luzon,Grade 8,Female
"116,611",2018-2019,Region IV-A - CALABARZON,Grade 8,Female
"31,805",2018-2019,Region IV-B - MIMAROPA,Grade 8,Female
"67,673",2018-2019,Region V - Bicol Region,Grade 8,Female
"74,035",2018-2019,Region VI - Western Visayas,Grade 8,Female
"71,204",2018-2019,Region VII - Central Visayas,Grade 8,Female
"48,896",2018-2019,Region VIII - Eastern Visayas,Grade 8,Female
"39,033",2018-2019,Region IX - Zamboanga Peninsula,Grade 8,Female
"42,741",2018-2019,Region X - Northern Mindanao,Grade 8,Female
"48,181",2018-2019,Region XI - Davao Region,Grade 8,Female
"43,586",2018-2019,Region XII - Soccsksargen,Grade 8,Female
"27,879",2018-2019,CARAGA - CARAGA,Grade 8,Female
"20,954",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Female
"13,067",2018-2019,CAR - Cordillera Administrative Region,Grade 8,Female
"90,593",2018-2019,NCR - National Capital Region,Grade 8,Female
"48,755",2019-2020,Region I - Ilocos Region,Grade 8,Male
"31,964",2019-2020,Region II - Cagayan Valley,Grade 8,Male
"99,326",2019-2020,Region III - Central Luzon,Grade 8,Male
"130,797",2019-2020,Region IV-A - CALABARZON,Grade 8,Male
"34,358",2019-2020,Region IV-B - MIMAROPA,Grade 8,Male
"75,300",2019-2020,Region V - Bicol Region,Grade 8,Male
"87,485",2019-2020,Region VI - Western Visayas,Grade 8,Male
"80,221",2019-2020,Region VII - Central Visayas,Grade 8,Male
"51,218",2019-2020,Region VIII - Eastern Visayas,Grade 8,Male
"42,475",2019-2020,Region IX - Zamboanga Peninsula,Grade 8,Male
"45,098",2019-2020,Region X - Northern Mindanao,Grade 8,Male
"51,478",2019-2020,Region XI - Davao Region,Grade 8,Male
"45,264",2019-2020,Region XII - Soccsksargen,Grade 8,Male
"29,568",2019-2020,CARAGA - CARAGA,Grade 8,Male
"19,138",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Male
"14,377",2019-2020,CAR - Cordillera Administrative Region,Grade 8,Male
"93,079",2019-2020,NCR - National Capital Region,Grade 8,Male
"44,463",2019-2020,Region I - Ilocos Region,Grade 8,Female
"30,996",2019-2020,Region II - Cagayan Valley,Grade 8,Female
"94,698",2019-2020,Region III - Central Luzon,Grade 8,Female
"124,086",2019-2020,Region IV-A - CALABARZON,Grade 8,Female
"32,076",2019-2020,Region IV-B - MIMAROPA,Grade 8,Female
"69,455",2019-2020,Region V - Bicol Region,Grade 8,Female
"80,110",2019-2020,Region VI - Western Visayas,Grade 8,Female
"77,228",2019-2020,Region VII - Central Visayas,Grade 8,Female
"48,671",2019-2020,Region VIII - Eastern Visayas,Grade 8,Female
"42,227",2019-2020,Region IX - Zamboanga Peninsula,Grade 8,Female
"44,756",2019-2020,Region X - Northern Mindanao,Grade 8,Female
"52,004",2019-2020,Region XI - Davao Region,Grade 8,Female
"46,299",2019-2020,Region XII - Soccsksargen,Grade 8,Female
"28,198",2019-2020,CARAGA - CARAGA,Grade 8,Female
"22,855",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Female
"13,499",2019-2020,CAR - Cordillera Administrative Region,Grade 8,Female
"90,718",2019-2020,NCR - National Capital Region,Grade 8,Female
"48,581",2020-2021,Region I - Ilocos Region,Grade 8,Male
"32,644",2020-2021,Region II - Cagayan Valley,Grade 8,Male
"98,445",2020-2021,Region III - Central Luzon,Grade 8,Male
"124,748",2020-2021,Region IV-A - CALABARZON,Grade 8,Male
"31,523",2020-2021,Region IV-B - MIMAROPA,Grade 8,Male
"60,583",2020-2021,Region V - Bicol Region,Grade 8,Male
"82,082",2020-2021,Region VI - Western Visayas,Grade 8,Male
"70,286",2020-2021,Region VII - Central Visayas,Grade 8,Male
"50,005",2020-2021,Region VIII - Eastern Visayas,Grade 8,Male
"40,045",2020-2021,Region IX - Zamboanga Peninsula,Grade 8,Male
"43,172",2020-2021,Region X - Northern Mindanao,Grade 8,Male
"47,588",2020-2021,Region XI - Davao Region,Grade 8,Male
"44,395",2020-2021,Region XII - Soccsksargen,Grade 8,Male
"28,516",2020-2021,CARAGA - CARAGA,Grade 8,Male
"18,750",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Male
"13,987",2020-2021,CAR - Cordillera Administrative Region,Grade 8,Male
"89,032",2020-2021,NCR - National Capital Region,Grade 8,Male
"43,803",2020-2021,Region I - Ilocos Region,Grade 8,Female
"30,701",2020-2021,Region II - Cagayan Valley,Grade 8,Female
"93,799",2020-2021,Region III - Central Luzon,Grade 8,Female
"118,761",2020-2021,Region IV-A - CALABARZON,Grade 8,Female
"29,965",2020-2021,Region IV-B - MIMAROPA,Grade 8,Female
"56,829",2020-2021,Region V - Bicol Region,Grade 8,Female
"73,979",2020-2021,Region VI - Western Visayas,Grade 8,Female
"66,614",2020-2021,Region VII - Central Visayas,Grade 8,Female
"45,526",2020-2021,Region VIII - Eastern Visayas,Grade 8,Female
"38,418",2020-2021,Region IX - Zamboanga Peninsula,Grade 8,Female
"42,332",2020-2021,Region X - Northern Mindanao,Grade 8,Female
"46,475",2020-2021,Region XI - Davao Region,Grade 8,Female
"43,774",2020-2021,Region XII - Soccsksargen,Grade 8,Female
"26,811",2020-2021,CARAGA - CARAGA,Grade 8,Female
"22,138",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 8,Female
"12,936",2020-2021,CAR - Cordillera Administrative Region,Grade 8,Female
"87,063",2020-2021,NCR - National Capital Region,Grade 8,Female
"38,932",2016-2017,Region I - Ilocos Region,Grade 9,Male
"23,986",2016-2017,Region II - Cagayan Valley,Grade 9,Male
"79,610",2016-2017,Region III - Central Luzon,Grade 9,Male
"97,911",2016-2017,Region IV-A - CALABARZON,Grade 9,Male
"25,315",2016-2017,Region IV-B - MIMAROPA,Grade 9,Male
"51,145",2016-2017,Region V - Bicol Region,Grade 9,Male
"59,015",2016-2017,Region VI - Western Visayas,Grade 9,Male
"54,443",2016-2017,Region VII - Central Visayas,Grade 9,Male
"38,281",2016-2017,Region VIII - Eastern Visayas,Grade 9,Male
"26,198",2016-2017,Region IX - Zamboanga Peninsula,Grade 9,Male
"29,564",2016-2017,Region X - Northern Mindanao,Grade 9,Male
"32,919",2016-2017,Region XI - Davao Region,Grade 9,Male
"31,032",2016-2017,Region XII - Soccsksargen,Grade 9,Male
"21,410",2016-2017,CARAGA - CARAGA,Grade 9,Male
"13,661",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Male
"10,927",2016-2017,CAR - Cordillera Administrative Region,Grade 9,Male
"80,040",2016-2017,NCR - National Capital Region,Grade 9,Male
"38,491",2016-2017,Region I - Ilocos Region,Grade 9,Female
"25,259",2016-2017,Region II - Cagayan Valley,Grade 9,Female
"79,817",2016-2017,Region III - Central Luzon,Grade 9,Female
"100,771",2016-2017,Region IV-A - CALABARZON,Grade 9,Female
"26,612",2016-2017,Region IV-B - MIMAROPA,Grade 9,Female
"55,265",2016-2017,Region V - Bicol Region,Grade 9,Female
"60,482",2016-2017,Region VI - Western Visayas,Grade 9,Female
"58,328",2016-2017,Region VII - Central Visayas,Grade 9,Female
"40,078",2016-2017,Region VIII - Eastern Visayas,Grade 9,Female
"29,274",2016-2017,Region IX - Zamboanga Peninsula,Grade 9,Female
"32,265",2016-2017,Region X - Northern Mindanao,Grade 9,Female
"36,540",2016-2017,Region XI - Davao Region,Grade 9,Female
"33,285",2016-2017,Region XII - Soccsksargen,Grade 9,Female
"22,360",2016-2017,CARAGA - CARAGA,Grade 9,Female
"18,662",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Female
"11,941",2016-2017,CAR - Cordillera Administrative Region,Grade 9,Female
"83,850",2016-2017,NCR - National Capital Region,Grade 9,Female
"40,781",2017-2018,Region I - Ilocos Region,Grade 9,Male
"25,024",2017-2018,Region II - Cagayan Valley,Grade 9,Male
"80,902",2017-2018,Region III - Central Luzon,Grade 9,Male
"100,933",2017-2018,Region IV-A - CALABARZON,Grade 9,Male
"26,364",2017-2018,Region IV-B - MIMAROPA,Grade 9,Male
"54,159",2017-2018,Region V - Bicol Region,Grade 9,Male
"61,732",2017-2018,Region VI - Western Visayas,Grade 9,Male
"57,329",2017-2018,Region VII - Central Visayas,Grade 9,Male
"39,534",2017-2018,Region VIII - Eastern Visayas,Grade 9,Male
"27,638",2017-2018,Region IX - Zamboanga Peninsula,Grade 9,Male
"30,479",2017-2018,Region X - Northern Mindanao,Grade 9,Male
"34,693",2017-2018,Region XI - Davao Region,Grade 9,Male
"31,742",2017-2018,Region XII - Soccsksargen,Grade 9,Male
"22,616",2017-2018,CARAGA - CARAGA,Grade 9,Male
"13,132",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Male
"11,041",2017-2018,CAR - Cordillera Administrative Region,Grade 9,Male
"80,336",2017-2018,NCR - National Capital Region,Grade 9,Male
"39,669",2017-2018,Region I - Ilocos Region,Grade 9,Female
"25,806",2017-2018,Region II - Cagayan Valley,Grade 9,Female
"82,399",2017-2018,Region III - Central Luzon,Grade 9,Female
"102,199",2017-2018,Region IV-A - CALABARZON,Grade 9,Female
"27,582",2017-2018,Region IV-B - MIMAROPA,Grade 9,Female
"57,715",2017-2018,Region V - Bicol Region,Grade 9,Female
"64,038",2017-2018,Region VI - Western Visayas,Grade 9,Female
"60,988",2017-2018,Region VII - Central Visayas,Grade 9,Female
"42,320",2017-2018,Region VIII - Eastern Visayas,Grade 9,Female
"30,621",2017-2018,Region IX - Zamboanga Peninsula,Grade 9,Female
"33,061",2017-2018,Region X - Northern Mindanao,Grade 9,Female
"37,869",2017-2018,Region XI - Davao Region,Grade 9,Female
"34,587",2017-2018,Region XII - Soccsksargen,Grade 9,Female
"23,190",2017-2018,CARAGA - CARAGA,Grade 9,Female
"17,407",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Female
"11,994",2017-2018,CAR - Cordillera Administrative Region,Grade 9,Female
"83,684",2017-2018,NCR - National Capital Region,Grade 9,Female
"42,071",2018-2019,Region I - Ilocos Region,Grade 9,Male
"25,504",2018-2019,Region II - Cagayan Valley,Grade 9,Male
"82,944",2018-2019,Region III - Central Luzon,Grade 9,Male
"104,748",2018-2019,Region IV-A - CALABARZON,Grade 9,Male
"27,435",2018-2019,Region IV-B - MIMAROPA,Grade 9,Male
"57,758",2018-2019,Region V - Bicol Region,Grade 9,Male
"63,642",2018-2019,Region VI - Western Visayas,Grade 9,Male
"60,599",2018-2019,Region VII - Central Visayas,Grade 9,Male
"41,831",2018-2019,Region VIII - Eastern Visayas,Grade 9,Male
"29,619",2018-2019,Region IX - Zamboanga Peninsula,Grade 9,Male
"32,607",2018-2019,Region X - Northern Mindanao,Grade 9,Male
"37,835",2018-2019,Region XI - Davao Region,Grade 9,Male
"33,382",2018-2019,Region XII - Soccsksargen,Grade 9,Male
"23,948",2018-2019,CARAGA - CARAGA,Grade 9,Male
"14,581",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Male
"11,749",2018-2019,CAR - Cordillera Administrative Region,Grade 9,Male
"81,285",2018-2019,NCR - National Capital Region,Grade 9,Male
"41,221",2018-2019,Region I - Ilocos Region,Grade 9,Female
"26,510",2018-2019,Region II - Cagayan Valley,Grade 9,Female
"84,908",2018-2019,Region III - Central Luzon,Grade 9,Female
"106,844",2018-2019,Region IV-A - CALABARZON,Grade 9,Female
"28,004",2018-2019,Region IV-B - MIMAROPA,Grade 9,Female
"60,824",2018-2019,Region V - Bicol Region,Grade 9,Female
"65,399",2018-2019,Region VI - Western Visayas,Grade 9,Female
"63,743",2018-2019,Region VII - Central Visayas,Grade 9,Female
"44,006",2018-2019,Region VIII - Eastern Visayas,Grade 9,Female
"33,018",2018-2019,Region IX - Zamboanga Peninsula,Grade 9,Female
"35,584",2018-2019,Region X - Northern Mindanao,Grade 9,Female
"41,670",2018-2019,Region XI - Davao Region,Grade 9,Female
"36,660",2018-2019,Region XII - Soccsksargen,Grade 9,Female
"24,911",2018-2019,CARAGA - CARAGA,Grade 9,Female
"18,253",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Female
"12,380",2018-2019,CAR - Cordillera Administrative Region,Grade 9,Female
"84,286",2018-2019,NCR - National Capital Region,Grade 9,Female
"44,017",2019-2020,Region I - Ilocos Region,Grade 9,Male
"27,895",2019-2020,Region II - Cagayan Valley,Grade 9,Male
"87,941",2019-2020,Region III - Central Luzon,Grade 9,Male
"114,136",2019-2020,Region IV-A - CALABARZON,Grade 9,Male
"29,719",2019-2020,Region IV-B - MIMAROPA,Grade 9,Male
"63,354",2019-2020,Region V - Bicol Region,Grade 9,Male
"70,245",2019-2020,Region VI - Western Visayas,Grade 9,Male
"64,363",2019-2020,Region VII - Central Visayas,Grade 9,Male
"44,834",2019-2020,Region VIII - Eastern Visayas,Grade 9,Male
"32,877",2019-2020,Region IX - Zamboanga Peninsula,Grade 9,Male
"36,975",2019-2020,Region X - Northern Mindanao,Grade 9,Male
"41,911",2019-2020,Region XI - Davao Region,Grade 9,Male
"37,217",2019-2020,Region XII - Soccsksargen,Grade 9,Male
"26,090",2019-2020,CARAGA - CARAGA,Grade 9,Male
"15,737",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Male
"12,153",2019-2020,CAR - Cordillera Administrative Region,Grade 9,Male
"85,284",2019-2020,NCR - National Capital Region,Grade 9,Male
"43,229",2019-2020,Region I - Ilocos Region,Grade 9,Female
"28,214",2019-2020,Region II - Cagayan Valley,Grade 9,Female
"88,806",2019-2020,Region III - Central Luzon,Grade 9,Female
"114,162",2019-2020,Region IV-A - CALABARZON,Grade 9,Female
"30,522",2019-2020,Region IV-B - MIMAROPA,Grade 9,Female
"64,890",2019-2020,Region V - Bicol Region,Grade 9,Female
"71,600",2019-2020,Region VI - Western Visayas,Grade 9,Female
"68,609",2019-2020,Region VII - Central Visayas,Grade 9,Female
"46,775",2019-2020,Region VIII - Eastern Visayas,Grade 9,Female
"36,712",2019-2020,Region IX - Zamboanga Peninsula,Grade 9,Female
"40,550",2019-2020,Region X - Northern Mindanao,Grade 9,Female
"45,506",2019-2020,Region XI - Davao Region,Grade 9,Female
"41,211",2019-2020,Region XII - Soccsksargen,Grade 9,Female
"26,618",2019-2020,CARAGA - CARAGA,Grade 9,Female
"19,517",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Female
"12,681",2019-2020,CAR - Cordillera Administrative Region,Grade 9,Female
"87,948",2019-2020,NCR - National Capital Region,Grade 9,Female
"47,797",2020-2021,Region I - Ilocos Region,Grade 9,Male
"31,463",2020-2021,Region II - Cagayan Valley,Grade 9,Male
"94,301",2020-2021,Region III - Central Luzon,Grade 9,Male
"123,886",2020-2021,Region IV-A - CALABARZON,Grade 9,Male
"31,498",2020-2021,Region IV-B - MIMAROPA,Grade 9,Male
"63,933",2020-2021,Region V - Bicol Region,Grade 9,Male
"84,231",2020-2021,Region VI - Western Visayas,Grade 9,Male
"72,631",2020-2021,Region VII - Central Visayas,Grade 9,Male
"48,142",2020-2021,Region VIII - Eastern Visayas,Grade 9,Male
"39,223",2020-2021,Region IX - Zamboanga Peninsula,Grade 9,Male
"41,561",2020-2021,Region X - Northern Mindanao,Grade 9,Male
"45,761",2020-2021,Region XI - Davao Region,Grade 9,Male
"41,877",2020-2021,Region XII - Soccsksargen,Grade 9,Male
"28,105",2020-2021,CARAGA - CARAGA,Grade 9,Male
"16,635",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Male
"13,327",2020-2021,CAR - Cordillera Administrative Region,Grade 9,Male
"86,245",2020-2021,NCR - National Capital Region,Grade 9,Male
"44,480",2020-2021,Region I - Ilocos Region,Grade 9,Female
"31,138",2020-2021,Region II - Cagayan Valley,Grade 9,Female
"93,448",2020-2021,Region III - Central Luzon,Grade 9,Female
"122,442",2020-2021,Region IV-A - CALABARZON,Grade 9,Female
"30,686",2020-2021,Region IV-B - MIMAROPA,Grade 9,Female
"62,953",2020-2021,Region V - Bicol Region,Grade 9,Female
"79,531",2020-2021,Region VI - Western Visayas,Grade 9,Female
"73,248",2020-2021,Region VII - Central Visayas,Grade 9,Female
"47,866",2020-2021,Region VIII - Eastern Visayas,Grade 9,Female
"41,095",2020-2021,Region IX - Zamboanga Peninsula,Grade 9,Female
"42,850",2020-2021,Region X - Northern Mindanao,Grade 9,Female
"48,327",2020-2021,Region XI - Davao Region,Grade 9,Female
"44,539",2020-2021,Region XII - Soccsksargen,Grade 9,Female
"27,701",2020-2021,CARAGA - CARAGA,Grade 9,Female
"21,114",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 9,Female
"13,127",2020-2021,CAR - Cordillera Administrative Region,Grade 9,Female
"87,317",2020-2021,NCR - National Capital Region,Grade 9,Female
"1,485",2016-2017,Region I - Ilocos Region,Non-Grade (ES),Male
837,2016-2017,Region II - Cagayan Valley,Non-Grade (ES),Male
"2,925",2016-2017,Region III - Central Luzon,Non-Grade (ES),Male
"4,841",2016-2017,Region IV-A - CALABARZON,Non-Grade (ES),Male
798,2016-2017,Region IV-B - MIMAROPA,Non-Grade (ES),Male
"1,144",2016-2017,Region V - Bicol Region,Non-Grade (ES),Male
"2,393",2016-2017,Region VI - Western Visayas,Non-Grade (ES),Male
"2,184",2016-2017,Region VII - Central Visayas,Non-Grade (ES),Male
829,2016-2017,Region VIII - Eastern Visayas,Non-Grade (ES),Male
"1,134",2016-2017,Region IX - Zamboanga Peninsula,Non-Grade (ES),Male
"1,242",2016-2017,Region X - Northern Mindanao,Non-Grade (ES),Male
"1,667",2016-2017,Region XI - Davao Region,Non-Grade (ES),Male
758,2016-2017,Region XII - Soccsksargen,Non-Grade (ES),Male
783,2016-2017,CARAGA - CARAGA,Non-Grade (ES),Male
78,2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Male
505,2016-2017,CAR - Cordillera Administrative Region,Non-Grade (ES),Male
"5,708",2016-2017,NCR - National Capital Region,Non-Grade (ES),Male
"1,052",2016-2017,Region I - Ilocos Region,Non-Grade (ES),Female
559,2016-2017,Region II - Cagayan Valley,Non-Grade (ES),Female
"1,846",2016-2017,Region III - Central Luzon,Non-Grade (ES),Female
"3,064",2016-2017,Region IV-A - CALABARZON,Non-Grade (ES),Female
550,2016-2017,Region IV-B - MIMAROPA,Non-Grade (ES),Female
775,2016-2017,Region V - Bicol Region,Non-Grade (ES),Female
"1,574",2016-2017,Region VI - Western Visayas,Non-Grade (ES),Female
"1,454",2016-2017,Region VII - Central Visayas,Non-Grade (ES),Female
594,2016-2017,Region VIII - Eastern Visayas,Non-Grade (ES),Female
760,2016-2017,Region IX - Zamboanga Peninsula,Non-Grade (ES),Female
784,2016-2017,Region X - Northern Mindanao,Non-Grade (ES),Female
"1,037",2016-2017,Region XI - Davao Region,Non-Grade (ES),Female
499,2016-2017,Region XII - Soccsksargen,Non-Grade (ES),Female
545,2016-2017,CARAGA - CARAGA,Non-Grade (ES),Female
36,2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (ES),Female
234,2016-2017,CAR - Cordillera Administrative Region,Non-Grade (ES),Female
"3,118",2016-2017,NCR - National Capital Region,Non-Grade (ES),Female
"1,534",2017-2018,Region I - Ilocos Region,Non-Grade (ES),Male
948,2017-2018,Region II - Cagayan Valley,Non-Grade (ES),Male
"3,413",2017-2018,Region III - Central Luzon,Non-Grade (ES),Male
"5,221",2017-2018,Region IV-A - CALABARZON,Non-Grade (ES),Male
872,2017-2018,Region IV-B - MIMAROPA,Non-Grade (ES),Male
"1,358",2017-2018,Region V - Bicol Region,Non-Grade (ES),Male
"2,583",2017-2018,Region VI - Western Visayas,Non-Grade (ES),Male
"2,411",2017-2018,Region VII - Central Visayas,Non-Grade (ES),Male
941,2017-2018,Region VIII - Eastern Visayas,Non-Grade (ES),Male
"1,332",2017-2018,Region IX - Zamboanga Peninsula,Non-Grade (ES),Male
